phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P2,Organization,15,1,Q42,Up-to-date cashflow planning,"You don't employ cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q43,Access to growth capital,"You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.",5.8,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?",6.9,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.8,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q46,CEO works on the company and is able to remove from daily operations,"In this phase you work entirely in your company. That's not unusual in this phase. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?",5.8,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q47,Have a mentor,"You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.",5.8,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q49,Enjoy management of company,"Many entrepreneurs discover that management costs time and energy and is a ""skill"" that requires development. You don't like it. Therefore, hopefully you have put together an effective management team. Or you have a second-in-command who is good at operations.",4,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q50,Energized by team and company,"It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow rapidly. Then every year is different.",3,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q51,Absence of CEO is possible,"You can't leave without things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.",6.5,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q52,Read business books,"You never read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.",6,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q53,Receives regular education,"You never attend external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.",5.1,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q54,Healthy work - life balance,"You have a poor work-life balance. It is a challenge for many businesses to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.",6.2,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q55,I am happy,"You are absolutely not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.",5.9,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q56,Employees know long term goal,"A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. With a company of your size, it's really necessary for things to be clear, set down on paper and shared.",4.8,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q57,Employees know yearly goal,"Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. In this phase you should make all of this a bit clearer.",5.6,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q58,Employees know quarterly/monthly goals,"Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. In your phase it helps when everyone knows which goal should be achieved. Perhaps you can start on this immediately!",5,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q59,Employees know vision and mission,"As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. In your phase it's important for you to have this very clear, and set down on paper.",5.9,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q60,Employees know elevator pitch,"You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.",6.4,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,1,Q61,We frequently have company-wide meetings,"Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are not doing this yet, or not doing it often enough... we recommend that you start on this quickly.",5.6,1668606eed2390f84632c6eb33cbcac54e55d81c0c716c6d216296bd9fe8ce2a,KMXG3WKS3r
P2,Organization,15,2,Q01,Effective recruitment process,"In order to grow, you continuously need new - and good - people. This is often one of the most important challenges for a growth entrepreneur. You indicate that when it comes to finding new employees you find this very difficult. Ultimately, this is a matter of process, attention and time, often especially on the part of the entrepreneur. How much time do you spend on this? More than one day per week?",6.3,6333def1cdcbced43dce129f1237311d75d3fc1d01b779a4d045a1b3e15f01e9,9UrS0h0Whg
P2,Organization,15,2,Q02,High staff retention,"Your employee turnover is high. Unwanted turnover is often a sign that processes, strategy or management are not in order. It takes an enormous amount of money and effort to continually find and train new employees. Find out what the reasons are, hold exit interviews and ask yourself whether you yourself would want to work at your company.",7.2,6333def1cdcbced43dce129f1237311d75d3fc1d01b779a4d045a1b3e15f01e9,9UrS0h0Whg
P2,Organization,15,2,Q03,Onboarding program,"Employees do not receive a comprehensive onboarding program at your company. This will really become necessary with a company of your size. A well-thought-out onboarding program will be an enormous help to employees with regard to learning their jobs, becoming familiar with the company's core values and getting to know their coworkers. It will also help with scaling up your company. It might be good to start taking steps toward this now.",5.6,6333def1cdcbced43dce129f1237311d75d3fc1d01b779a4d045a1b3e15f01e9,9UrS0h0Whg
P2,Organization,15,2,Q04,Measuring employee satisfaction,You do not yet measure employee satisfaction. That's understandable with a company of your size. You usually know quite well what's going on. This may be something for the next phase.,5.9,6333def1cdcbced43dce129f1237311d75d3fc1d01b779a4d045a1b3e15f01e9,9UrS0h0Whg
P2,Organization,15,2,Q05,Positive about re-hiring employees,"You would hire few or none of your current employees again. Ouch. This means that you have either postponed a lot of difficult decisions or you simply have a very bad hiring policy. You should work on this, because without good employees you can't grow.",6.2,6333def1cdcbced43dce129f1237311d75d3fc1d01b779a4d045a1b3e15f01e9,9UrS0h0Whg
